video_title,video_length,video_views,published_date,tournament
SSC 2019 SSBU - T1 | ANTi (Mario) Vs. MuteAce (Peach) Smash Ultimate Tournament Pools,PT9M7S,2385,2019-08-11T17:41:33Z,Super Smash Con 2019
"SSC 2019 SSBU - Lui$ (Fox, Mario) Vs. Pipp (Snake) Smash Ultimate Tournament Pools",PT10M1S,1506,2019-08-11T17:43:04Z,Super Smash Con 2019
SSC 2019 SSBU - zackray (Wolf) Vs. Jayy (Pokemon Trainer) Smash Ultimate Tournament Pools,PT7M12S,4139,2019-08-11T17:44:06Z,Super Smash Con 2019
SSC 2019 SSBU - THOR Raffi-X (ROB) VS Mirage Jay (Trainer) Loser's Top 32,PT9M49S,1358,2019-08-11T17:59:20Z,Super Smash Con 2019
SSC 2019 SSBU - eUnited Samsora (Peach) VS Armada BestNess (Ness) Smash Ultimate Winner's Top 24,PT20M9S,86768,2019-08-11T18:12:45Z,Super Smash Con 2019
SSC 2019 SSBU -  AG WaDi (ROB) VS MVG Scatt (Snake) Smash Ultimate Loser's Top 32,PT18M4S,2747,2019-08-11T18:13:45Z,Super Smash Con 2019
SSC 2019 SSBU -  Lemmon (Joker) VS FS Salt One (Roy) Loser's Top 32,PT13M22S,3598,2019-08-11T18:25:58Z,Super Smash Con 2019
"SSC 2019 SSBU - PG Marss (ZSS) VS NRG Nairo (ZSS, Palutena) Smash Ultimate Winner's Quarters",PT25M46S,29844,2019-08-11T18:56:56Z,Super Smash Con 2019
SSC 2019 SSBU -  Riddles (Richter) VS Armada BestNess (Ness) Smash Ultimate Loser's Top 32,PT19M17S,81065,2019-08-11T18:51:32Z,Super Smash Con 2019
SSC 2019 SSBU -  Lui$ (Mario) VS AG WaDi (Wii Fit Trainer) Loser's Top 32,PT15M23S,21290,2019-08-11T18:50:27Z,Super Smash Con 2019
SSC 2019 SSBU - SST Shuton (Olimar) VS TSM Tweek (Trainer) Smash Ultimate Winner's Quarters,PT13M55S,13897,2019-08-11T19:04:27Z,Super Smash Con 2019
SSC 2019 SSBU - ANAHUAC Maister (G&W) VS FAINT Kept (Isabelle) Smash Ultimate Loser's Top 16,PT13M25S,26566,2019-08-11T19:03:12Z,Super Smash Con 2019
SSC 2019 SSBU - NPT Blazing Pasta (Peach) VS Rogue Light (Fox) Smash Ultimate Loser's Top 16,PT15M56S,4489,2019-08-11T19:06:16Z,Super Smash Con 2019
"SSC 2019 SSBU - FS Salt One (Cloud, Roy) VS  Lui$ (Mario, Fox) Smash Ultimate Loser's Top 16",PT18M2S,5906,2019-08-11T19:24:06Z,Super Smash Con 2019
"SSC 2019 SSBU - FOX MVG MkLeo (Joker) VS GW Zackray (Wolf, ROB) Smash Ultimate Winner's Quarters",PT23M1S,789602,2019-08-11T19:35:49Z,Super Smash Con 2019
SSC 2019 SSBU -  Riddles (Richter) VS THOR Raffi-X (ROB) Loser's Top 16,PT11M53S,6902,2019-08-11T19:37:50Z,Super Smash Con 2019
SSC 2019 SSBU - PG ESAM (Pikachu) VS eUnited Samsora (Peach) Smash Ultimate Winner's Quarters,PT13M3S,20024,2019-08-11T19:44:59Z,Super Smash Con 2019
SSC 2019 SSBU - SST Shuton (Olimar) VS  Lui$ (Fox) Smash Ultimate Loser's Top 12,PT14M15S,11080,2019-08-11T20:04:13Z,Super Smash Con 2019
SSC 2019 SSBU - NRG Nairo (Palutena) VS THOR Raffi-X (ROB) Smash Ultimate Loser's Top 12,PT13M49S,9783,2019-08-11T19:57:39Z,Super Smash Con 2019
SSC 2019 SSBU - ANAHUAC Maister (G&W) VS PG ESAM (Pikachu) Smash Ultimate Loser's Top 12,PT24M14S,77547,2019-08-11T20:21:47Z,Super Smash Con 2019
SSC 2019 SSBU - GW Zackray (Wolf) VS Rogue Light (Fox) Smash Ultimate Loser's Top 12,PT9M1S,59486,2019-08-11T20:13:42Z,Super Smash Con 2019
SSC 2019 SSBU - ANAHUAC Maister (Game & Watch) VS Rogue Light (Fox) Smash Ultimate Loser's Eighths,PT11M56S,61085,2019-08-12T01:14:30Z,Super Smash Con 2019
"SSC 2019 SSBU - NRG Nairo (Joker, Palutena) VS  Lui$ (Fox, Falco) Smash Ultimate Loser's Eighths",PT19M41S,36117,2019-08-12T01:38:52Z,Super Smash Con 2019
"SSC 2019 SSBU - PG Marss (ZSS, Falcon) VS TSM Tweek (Trainer) Smash Ultimate Winner's Semifinals",PT13M1S,81986,2019-08-12T01:55:30Z,Super Smash Con 2019
SSC 2019 SSBU - FOX MVG MkLeo (Joker) VS eUnited Samsora (Peach) Smash Ultimate Winner's Semifinals,PT24M55S,81289,2019-08-12T02:27:59Z,Super Smash Con 2019
SSC 2019 SSBU - ANAHUAC Maister (Game & Watch) VS PG Marss (ZSS) Smash Ultimate Loser's Quarters,PT15M27S,37972,2019-08-12T02:48:00Z,Super Smash Con 2019
SSC 2019 SSBU - NRG Nairo (Palutena) VS FOX MVG MkLeo (Joker) Smash Ultimate Loser's Quarters,PT21M29S,204633,2019-08-12T03:17:44Z,Super Smash Con 2019
SSC 2019 SSBU - eUnited Samsora (Peach) VS TSM Tweek (Trainer) Smash Ultimate Winner's Finals,PT16M30S,54267,2019-08-12T03:34:31Z,Super Smash Con 2019
SSC 2019 SSBU - PG Marss (ZSS) VS FOX MVG MkLeo (Joker) Smash Ultimate Loser's Semifinals,PT13M39S,66075,2019-08-12T03:44:51Z,Super Smash Con 2019
SSC 2019 SSBU - TSM Tweek (Trainer) VS FOX MVG MkLeo (Joker) Smash Ultimate Loser's Finals,PT18M19S,234455,2019-08-12T04:15:31Z,Super Smash Con 2019
SSC 2019 Smash Ultimate Grand Finals - eUnited | Samsora (Peach) VS FOX MVG | MkLeo (Joker),PT37M18S,465750,2019-08-12T13:36:07Z,Super Smash Con 2019
Super Smash Con 2019 - bc | EE Interviews FOX MVG | MkLeo,PT6M5S,14670,2019-08-12T13:36:30Z,Super Smash Con 2019
Genesis 6 SSBU - DIG | HugS (Mii Gunner) VS iCite (Isabelle) Smash Ultimate Pools,PT7M20S,42457,2019-02-01T18:30:19Z,GENESIS 6
Genesis 6 SSBU -  PG | Plup (Mega Man) VS  Papa (Lucina) Smash Ultimate Pools,PT6M35S,28253,2019-02-01T18:40:34Z,GENESIS 6
Genesis 6 SSBU -  MasterRaven (Simon) VS  Enjoi (Dark Samus) Smash Ultimate Pools,PT4M34S,11717,2019-02-01T18:49:31Z,GENESIS 6
Genesis 6 SSBU -  EU | Samsora (Peach) VS  Strong Badam (Chrom) Smash Ultimate Pools,PT6M9S,16578,2019-02-01T18:57:14Z,GENESIS 6
Genesis 6 SSBU -  Typhy (Pokemon Trainer) VS  NRG | Nairo (Palutena) Smash Ultimate Pools,PT6M5S,18059,2019-02-01T19:05:33Z,GENESIS 6
Genesis 6 SSBU -  Nowi (Ness) VS  Jazara (Palutena) Smash Ultimate Pools,PT10M3S,8703,2019-02-01T19:30:42Z,GENESIS 6
Genesis 6 SSBU -  Magister (Incineroar) VS  Lyric (Zelda) Smash Ultimate Pools,PT5M27S,26031,2019-02-01T19:39:47Z,GENESIS 6
Genesis 6 SSBU -  Armando (Snake) VS  Kantrip (Mii Swordfighter) Smash Ultimate Pools,PT10M20S,8846,2019-02-01T19:50:26Z,GENESIS 6
Genesis 6 SSBU -  EMG | Tamim (Bayonetta) VS  Bryce Kold (Ganondorf) Smash Ultimate Pools,PT5M35S,61037,2019-02-01T19:52:48Z,GENESIS 6
Genesis 6 SSBU -  Dark Wizzy (Mario) VS  Ander (Cloud) Smash Ultimate Pools,PT6M50S,25998,2019-02-01T20:04:57Z,GENESIS 6
Genesis 6 SSBU -  Trevonte (Palutena) VS  Tremendo Dude (Shulk) Smash Ultimate Pools,PT11M24S,8041,2019-02-01T20:29:52Z,GENESIS 6
Genesis 6 SSBU -  Zant (Cloud) VS  Bum Basher (Yoshi) Smash Ultimate Pools,PT13M51S,15958,2019-02-01T20:48:44Z,GENESIS 6
Genesis 6 SSBU -  Yeti (Snake) VS  Hippo (Pokemon Trainer) Smash Ultimate Pools,PT5M48S,5279,2019-02-01T20:56:20Z,GENESIS 6
Genesis 6 SSBU -  Brooklyn (Isabelle) VS  CinnPie (Zero Suit Samus) Smash Ultimate Pools,PT6M44S,9253,2019-02-01T21:05:59Z,GENESIS 6
Genesis 6 SSBU -  Demise | Seagull Joe (Wolf) VS  Unknown Link (Link) Smash Ultimate Pools,PT8M1S,6587,2019-02-01T21:23:26Z,GENESIS 6
Genesis 6 SSBU -  Myran (Olimar) VS  Cyan (Wario) Smash Ultimate Pools,PT5M13S,3976,2019-02-01T21:29:36Z,GENESIS 6
Genesis 6 SSBU -  Marss (Zero Suit Samus) VS  Rude (Mario) Smash Ultimate Pools,PT7M20S,14456,2019-02-01T21:45:55Z,GENESIS 6
Genesis 6 SSBU -  FOX MVG | MkLeo (Ike) VS  Condor Correct (Shulk) Smash Ultimate Pools,PT5M21S,26392,2019-02-01T21:48:21Z,GENESIS 6
Genesis 6 SSBU -  WBG | MVD (Snake) VS  iDK (Donkey Kong) Smash Ultimate Pools,PT7M31S,20299,2019-02-01T21:58:17Z,GENESIS 6
Genesis 6 SSBU -  GW | ZackRay (Wolf) VS  Mage (Inkling) Smash Ultimate Pools,PT5M27S,44115,2019-02-01T22:21:14Z,GENESIS 6
Genesis 6 SSBU -  DNG | Nietono (Pichu) VS  Sean (Snake) Smash Ultimate Pools,PT7M17S,8702,2019-02-01T22:32:32Z,GENESIS 6
Genesis 6 SSBU -  Anti (Mario) VS  WooF (Olimar) Smash Ultimate Pools,PT7M15S,6963,2019-02-01T22:41:50Z,GENESIS 6
Genesis 6 SSBU -  C9 | Mango (Wario) VS  Adair (Toon Link) Smash Ultimate Pools,PT6M9S,33557,2019-02-01T22:51:33Z,GENESIS 6
"Genesis 6 SSBU -  Captain Zack (Bayonetta, Daisy) VS  Stylez (Pichu) Smash Ultimate Pools",PT7M8S,10453,2019-02-01T23:02:04Z,GENESIS 6
Genesis 6 SSBU -  TSM | Tweek (Wario) VS  Linkstorm (Link) Smash Ultimate Pools,PT6M4S,29305,2019-02-01T23:11:08Z,GENESIS 6
Genesis 6 SSBU -  WaDi (ROB) VS  Astrus (Yoshi) Smash Ultimate Pools,PT5M54S,6819,2019-02-01T23:20:42Z,GENESIS 6
Genesis 6 SSBU -  TSM | Leffen (Pokemon Trainer) VS  MissMochaMae (Bowser) Smash Ultimate Pools,PT9M29S,198304,2019-02-01T23:34:29Z,GENESIS 6
Genesis 6 SSBU -  SNB | Abadango (Meta Knight) VS  BTLC | Houston (WFT) Smash Ultimate Pools,PT14M9S,105117,2019-02-01T23:52:49Z,GENESIS 6
Genesis 6 SSBU -  C9 | Mango (Wario) VS  Smiley (Pokemon Trainer) Smash Ultimate Pools,PT7M18S,30315,2019-02-02T00:00:42Z,GENESIS 6
Genesis 6 SSBU -  GRV | Dabuz (Olimar) VS  Zion (Wolf) Smash Ultimate Pools,PT6M51S,5263,2019-02-02T00:21:52Z,GENESIS 6
Genesis 6 SSBU -  PG | ESAM (Pikachu) VS  PXG | DjRelly (Sonic) Smash Ultimate Pools,PT6M18S,19131,2019-02-02T00:31:10Z,GENESIS 6
Genesis 6 SSBU -  TSM | Leffen (Pokemon Trainer) VS  8BIT | Acnologia (ZSS) Smash Ultimate Pools,PT9M28S,71843,2019-02-02T00:45:38Z,GENESIS 6
Genesis 6 SSBU -  Teb (Mario) VS  Hokage (Inkling) Smash Ultimate Pools,PT4M56S,6977,2019-02-02T00:53:27Z,GENESIS 6
"Genesis 6 SSBU -  PS | Bananas (Ridley, Pichu) VS  Cero (Inkling, Lucario) Smash Ultimate Pools",PT12M4S,5174,2019-02-02T01:17:46Z,GENESIS 6
Genesis 6 SSBU -  DOG | Blank (Chrom) VS  Dynomyte (Yoshi) Smash Ultimate Pools,PT9M58S,8353,2019-02-02T01:42:55Z,GENESIS 6
Genesis 6 SSBU -  TDK | SSGuy (Mega Man) VS  SUGOI | Raziek (Cloud) Smash Ultimate Pools,PT9M1S,6289,2019-02-02T01:59:06Z,GENESIS 6
Genesis 6 SSBU -  Mr. E (Marth) VS  Kobasco (Robin) Smash Ultimate Pools,PT7M52S,35801,2019-02-02T02:22:23Z,GENESIS 6
Genesis 6 SSBU -  Ally (Snake) VS  Mage (Donkey Kong) Smash Ultimate Pools,PT6M43S,23509,2019-02-02T02:30:37Z,GENESIS 6
Genesis 6 SSBU -  Teb (Mario) VS  Tone (Peach) Smash Ultimate Pools,PT5M18S,4733,2019-02-02T02:41:02Z,GENESIS 6
Genesis 6 SSBU -  Elegant (Luigi) VS  Hiroi (Chrom) Smash Ultimate Pools,PT5M7S,57692,2019-02-02T02:46:45Z,GENESIS 6
Genesis 6 SSBU -  Ned (Pokemon Trainer) VS  Saint Pepsi (Zelda) Smash Ultimate Pools,PT5M47S,5705,2019-02-02T02:58:30Z,GENESIS 6
Genesis 6 SSBU -  Ki (Snake) VS  Dan Salvato (Link) Smash Ultimate Pools,PT6M42S,8303,2019-02-02T03:11:02Z,GENESIS 6
Genesis 6 SSBU -  SlendyMang (Inkling) VS  Sparta_Dog (Palutena) Smash Ultimate Pools,PT8M23S,3266,2019-02-02T03:21:03Z,GENESIS 6
Genesis 6 SSBU -  Weegee (Donkey Kong) VS  Anahuac | Javi (Link) Smash Ultimate Pools,PT7M32S,9872,2019-02-02T03:34:54Z,GENESIS 6
Genesis 6 SSBU -  Brian (Ridley) VS  @8 | Sealing (Lucina) Smash Ultimate Pools,PT8M33S,10281,2019-02-02T03:41:37Z,GENESIS 6
Genesis 6 SSBU -  StylesX2 (Mega Man) VS  Larry Lurr (Fox) Smash Ultimate Pools,PT7M33S,20942,2019-02-02T03:54:18Z,GENESIS 6
Genesis 6 SSBU -  Ven (Zelda) VS  Justice (Ike) Smash Ultimate Pools,PT9M8S,17707,2019-02-02T04:09:01Z,GENESIS 6
Genesis 6 SSBU -  Fatality (Captain Falcon) VS  Izzy (Bayonetta) Smash Ultimate Pools,PT4M52S,44989,2019-02-02T04:10:13Z,GENESIS 6
Genesis 6 SSBU -  Babycakes (Donkey Kong) VS  Sinai | Player 4 (Daisy) Smash Ultimate Pools,PT13M59S,7226,2019-02-02T16:50:07Z,GENESIS 6
Genesis 6 SSBU - Seibrik (Palutena) VS MSU | Tosty (Zelda) Smash Ultimate Pools,PT13M29S,6789,2019-02-02T18:40:27Z,GENESIS 6
Genesis 6 SSBU - Kyro (Diddy Kong) VS Wade (Meta Knight) Smash Ultimate Pools,PT10M28S,6228,2019-02-02T18:50:57Z,GENESIS 6
Genesis 6 SSBU - SUGOI | Snoop (Yoshi) VS Kai_Kido (Little Mac) Smash Ultimate Pools,PT9M20S,18150,2019-02-02T19:08:50Z,GENESIS 6
Genesis 6 SSBU - Liquid MVG | Salem (Link) VS jojobinkz (Ike) Smash Ultimate Pools,PT5M26S,12204,2019-02-02T19:18:16Z,GENESIS 6
Genesis 6 SSBU - Pandarian (Pokemon Trainer) VS Ayuha (Ike) Smash Ultimate Pools,PT7M41S,5238,2019-02-02T19:30:49Z,GENESIS 6
Genesis 6 SSBU - SST | Shuton (Olimar) VS SSB100 (Olimar) Smash Ultimate Pools,PT6M8S,5201,2019-02-02T19:45:50Z,GENESIS 6
Genesis 6 SSBU - NAKAT (Pichu) VS BTLC | WokerX (Fox) Smash Ultimate Pools,PT7M23S,2728,2019-02-02T20:01:05Z,GENESIS 6
Genesis 6 SSBU - SUGOI | Snoop (Yoshi) VS TFL | Athena (Robin) Smash Ultimate Pools,PT16M5S,33279,2019-02-02T20:18:35Z,GENESIS 6
Genesis 6 SSBU - DEIS | Prince Fluff (Palu) VS Slry Almakashi | Glutonny (Wario) Ultimate Pools,PT7M25S,6920,2019-02-02T20:25:53Z,GENESIS 6
Genesis 6 SSBU - Anti (Lucario) VS LGCY | Sonix (Sonic) Smash Ultimate R2 Pools,PT16M38S,79946,2019-02-02T20:58:57Z,GENESIS 6
Genesis 6 SSBU - AR | BestNess (Ness) VS Tyrant (Meta Knight) Smash Ultimate R2 Pools,PT11M40S,22136,2019-02-02T21:09:56Z,GENESIS 6
Genesis 6 SSBU - CLG.VoiD (Pichu) VS Focus (ROB) Smash Ultimate R2 Pools,PT7M45S,6812,2019-02-02T21:20:57Z,GENESIS 6
Genesis 6 SSBU - GW | ZackRay (Wolf) VS Sonido (Sonic) Smash Ultimate R2 Pools,PT8M35S,37543,2019-02-02T21:33:06Z,GENESIS 6
Genesis 6 SSBU - TSM | Leffen (Pokemon Trainer) VS Kofi (Falco) Smash Ultimate R2 Pools,PT7M45S,55500,2019-02-02T21:44:26Z,GENESIS 6
Genesis 6 SSBU - FOX MVG | Mew2King (Bowser) VS Zeta (Snake) Smash Ultimate R2 Pools,PT10M16S,129278,2019-02-02T22:09:38Z,GENESIS 6
Genesis 6 SSBU - Javi (Link) VS FoW (Ness) Smash Ultimate R2 Pools,PT10M41S,12772,2019-02-02T22:25:08Z,GENESIS 6
Genesis 6 SSBU - [A] | Armada (Inkling) VS bc | ApologyMan (Lucario) Smash Ultimate R2 Pools,PT14M24S,75012,2019-02-02T22:49:37Z,GENESIS 6
Genesis 6 SSBU - 6WX (Sonic) VS K9 (Wolf) Smash Ultimate R2 Pools,PT12M53S,6953,2019-02-02T23:06:19Z,GENESIS 6
Genesis 6 SSBU - GW | Shogun (Snake) VS Jet (Simon) Smash Ultimate R2 Pools,PT10M19S,32774,2019-02-02T23:17:29Z,GENESIS 6
Genesis 6 SSBU - eU | Samsora (Peach) VS Slither2Hunter (Meta Knight) Smash Ultimate R2 Pools,PT6M59S,6941,2019-02-02T23:25:50Z,GENESIS 6
Genesis 6 SSBU - Pandarian (Pokemon Trainer) VS [A] | Armada (Inkling) Smash Ultimate R2 Pools,PT7M44S,41286,2019-02-02T23:36:08Z,GENESIS 6
Genesis 6 SSBU - Slry Almakashi | Glutonny (Wario) VS ImHip (Olimar) Smash Ultimate R2 Pools,PT7M35S,7684,2019-02-02T23:49:44Z,GENESIS 6
Genesis 6 SSBU - DB | Yeti (Mega Man) VS Kobe (Young Link) Smash Ultimate R2 Pools,PT14M23S,12898,2019-02-03T00:03:20Z,GENESIS 6
Genesis 6 SSBU - Light (Fox) VS Pandarian (Pokemon Trainer) Smash Ultimate R2 Pools,PT7M15S,9662,2019-02-03T00:28:18Z,GENESIS 6
Genesis 6 SSBU - Ally (Snake) VS Mudomo (Pichu) Smash Ultimate R2 Pools,PT7M3S,8159,2019-02-03T00:38:15Z,GENESIS 6
Genesis 6 SSBU - Kleatu (Olimar) VS NovaPixl (Ness) Smash Ultimate R2 Pools,PT7M41S,2209,2019-02-03T00:51:48Z,GENESIS 6
Genesis 6 SSBU - eU | Samsora (Peach) VS La Luna (Palutena) Smash Ultimate R2 Pools,PT7M58S,8365,2019-02-03T01:00:56Z,GENESIS 6
Genesis 6 SSBU - TSM | Tweek (Wario) VS Armando (Meta Knight) Smash Ultimate R2 Pools,PT8M13S,17669,2019-02-03T01:12:30Z,GENESIS 6
Genesis 6 SSBU - DNG | Nietono (Pichu) VS MVG | Dark Wizzy (Mario) Smash Ultimate R2 Pools,PT8M8S,13249,2019-02-03T01:26:04Z,GENESIS 6
Genesis 6 SSBU - FOX MVG | MkLeo (Ike) VS ESE | Fatality (Captain Falcon) Smash Ultimate R2 Pools,PT5M29S,121152,2019-02-03T01:32:40Z,GENESIS 6
Genesis 6 SSBU - Marss (Ike) VS Shaky (Ness) Smash Ultimate R2 Pools,PT9M21S,6704,2019-02-03T01:48:30Z,GENESIS 6
Genesis 6 SSBU - dyr (Inkling) VS Larry Lurr (Fox) Smash Ultimate R2 Pools,PT6M30S,4863,2019-02-03T01:58:25Z,GENESIS 6
Genesis 6 SSBU - SF RG | Regi (Game & Watch) VS SST | Shuton (Olimar) Smash Ultimate R2 Pools,PT8M9S,8880,2019-02-03T02:09:01Z,GENESIS 6
Genesis 6 SSBU - TSM | Leffen (Pokemon Trainer) VS WaDi (ROB) Smash Ultimate Winner's Top 64,PT17M5S,232903,2019-02-03T02:39:36Z,GENESIS 6
"Genesis 6 SSBU - Ally (Snake, Mario) VS PG | ESAM (Pikachu) Smash Ultimate Winner's Top 64",PT11M45S,74420,2019-02-03T02:56:30Z,GENESIS 6
"Genesis 6 SSBU - GRV | Dabuz (Palutena, Olimar) VS FOW (Ness) Smash Ultimate Winner's Top 64",PT17M55S,19718,2019-02-03T03:25:14Z,GENESIS 6
"Genesis 6 SSBU - NRG | Nairo (Palutena, Lucina) VS PG | Cosmos (Inkling) Smash Ultimate W. Top 64",PT20M36S,94913,2019-02-03T03:49:43Z,GENESIS 6
"Genesis 6 SSBU - CLG.VoiD (Pichu, Wolf) VS SST | Shuton (Olimar) Smash Ultimate Winner's Top 64",PT17M55S,40138,2019-02-03T04:20:40Z,GENESIS 6
Genesis 6 SSBU - GW | ZackRay (Wolf) VS K9 (Wolf) Smash Ultimate Winner's Top 64,PT9M49S,72640,2019-02-05T19:31:43Z,GENESIS 6
Genesis 6 SSBU - FOX MVG | MkLeo (Ike) VS TSM | Leffen (Pokemon Trainer) Smash Ultimate W. Top 64,PT14M36S,968613,2019-02-03T04:36:06Z,GENESIS 6
Genesis 6 SSBU - CLG.VoiD (Pichu) VS PG | ESAM (Pikachu) Smash Ultimate Winner's Quarters,PT14M33S,492198,2019-02-03T05:03:56Z,GENESIS 6
Genesis 6 SSBU - GW | ZackRay (Wolf) VS Light (Fox) Smash Ultimate Winner's Quarters,PT10M18S,387262,2019-02-03T05:13:33Z,GENESIS 6
Genesis 6 SSBU - PG | Cosmos (Inkling) VS eU | Samsora (Peach) Smash Ultimate Winner's Quarters,PT22M,81685,2019-02-03T05:45:05Z,GENESIS 6
Genesis 6 SSBU - FOX MVG | MkLeo (Ike) VS GRV | Dabuz (Palutena) Smash Ultimate Winner's Quarters,PT20M32S,106220,2019-02-03T06:10:39Z,GENESIS 6
Genesis 6 SSBU - Light (Fox) VS Captain Zack (Peach) Smash Ultimate Loser's Top 12,PT11M56S,22083,2019-02-03T06:23:17Z,GENESIS 6
Genesis 6 SSBU - PG | Cosmos (Inkling) VS Myran (Olimar) Smash Ultimate Loser's Top 12,PT19M31S,12860,2019-02-03T06:45:57Z,GENESIS 6
Genesis 6 SSBU - WBG | MVD (Snake) VS DB | Yeti (Mega Man) Smash Ultimate Loser's Top 16,PT15M25S,37036,2019-02-03T07:03:36Z,GENESIS 6
Genesis 6 SSBU - PG | ESAM (Pikachu) VS DB | Yeti (Mega Man) Smash Ultimate Loser's Top 12,PT13M22S,55694,2019-02-03T07:39:06Z,GENESIS 6
Genesis 6 SSBU - PG | ESAM (Pikachu) Vs. Light (Fox) Smash Ultimate Tournament L7ths,PT17M35S,42484,2019-02-04T06:30:01Z,GENESIS 6
Genesis 6 SSBU - PG | Cosmos (Inkling) Vs. GRV | Dabuz (Olimar) Smash Ultimate Tournament L7ths,PT22M6S,18510,2019-02-04T06:45:00Z,GENESIS 6
Genesis 6 SSBU - eUnited | Samsora (Peach) Vs. FOX MVG | MKleo (Ike) Smash Ultimate Tournament WS,PT23M53S,149093,2019-02-04T07:00:05Z,GENESIS 6
Genesis 6 SSBU - GW | Zackray (Wolf) Vs. CLG | VoiD (Pichu) Smash Ultimate Tournament WS,PT22M,315733,2019-02-04T07:15:02Z,GENESIS 6
Genesis 6 SSBU - Light (Fox) Vs. FOX MVG | MKleo (Lucina) Smash Ultimate Tournament Losers Quarters,PT20M26S,389359,2019-02-04T08:38:39Z,GENESIS 6
Genesis 6 SSBU - Dabuz (Olimar) Vs. Zackray (Wolf) Smash Ultimate Tournament LQ,PT22M54S,70605,2019-02-04T08:45:00Z,GENESIS 6
Genesis 6 SSBU - CLG | VoiD (Pichu) Vs. eUnited | Samsora (Peach) Smash Ultimate Tournament WF,PT14M50S,66121,2019-02-04T09:00:08Z,GENESIS 6
Genesis 6 SSBU - FOX MVG | MKleo (Ike) Vs. GRV | Dabuz (Olimar) Smash Ultimate Tournament LS,PT17M29S,27442,2019-02-04T09:15:01Z,GENESIS 6
Genesis 6 SSBU - eUnited | Samsora (Peach) Vs. FOX MVG | MKleo (Ike) Smash Ultimate Tournament LF,PT21M51S,168495,2019-02-04T09:30:02Z,GENESIS 6
Genesis 6 SSBU - CLG | VoiD (Pichu) Vs. FOX MVG | MKleo (Lucina) Smash Ultimate Tournament GF,PT36M56S,571517,2019-02-04T17:52:08Z,GENESIS 6
GENESIS 6 - ULTIMATE TOP 8,PT4H18M50S,24767,2019-02-09T05:13:15Z,GENESIS 6
SU | Remo (Falco) vs. PSU | ifih (Mega Man) - Ultimate Pools - Frostbite 2019,PT8M30S,4844,2019-02-23T15:38:05Z,Frostbite 2019
SDi | Radda Radda (Game & Watch) vs. Abe (Inkling) - Ultimate Pools - FB2019,PT6M8S,2025,2019-02-23T15:48:18Z,Frostbite 2019
Keti | Steam (Snake/Lucario) vs. Mickel (Wolf) - Ultimate Pools - Frostbite 2019,PT9M23S,1659,2019-02-23T16:01:12Z,Frostbite 2019
Aqua (Wario) vs. SG | JJ (Peach) - Ultimate Pools - Frostbite 2019,PT6M47S,1438,2019-02-23T16:12:14Z,Frostbite 2019
YungSavage (Ganondorf) vs. Angelo (ROB/Ness) - Ultimate Pools - Frostbite 2019,PT12M17S,2044,2019-02-23T16:20:24Z,Frostbite 2019
BxA | Ross (Link) vs. login sinker (Sonic) - Ultimate Pools - Frostbite 2019,PT10M6S,2735,2019-02-23T16:26:56Z,Frostbite 2019
Reach | Bearseal (Young Link) vs. Amadeus (Snake) - Ultimate Pools - FB2019,PT6M5S,1355,2019-02-23T16:32:56Z,Frostbite 2019
NovaPixl (Ness) vs. Melonhead (Roy/Pichu) - Ultimate Pools - Frostbite 2019,PT6M4S,1430,2019-02-23T16:36:37Z,Frostbite 2019
Bulby (Snake) vs. Purp (King Dedede) - Ultimate Pools - Frostbite 2019,PT9M40S,1787,2019-02-23T16:40:43Z,Frostbite 2019
GVSU | Bsmith15 (Wolf) vs. Boobear (ROB) - Ultimate Pools - Frostbite 2019,PT9M10S,952,2019-02-23T16:42:58Z,Frostbite 2019
Demise | Seagull Joe (Wolf) vs. Blade (Cloud/Wolf) - Ultimate Pools - Frostbite 2019,PT8M,1857,2019-02-23T16:53:25Z,Frostbite 2019
BooBear (ROB) vs. Armada | Myran (Olimar) - Ultimate Pools - Frostbite 2019,PT7M25S,1276,2019-02-23T17:08:34Z,Frostbite 2019
saj. (Daisy/Peach) vs. Ronin (Pichu) - Ultimate Pools - Frostbite 2019,PT11M59S,1097,2019-02-23T17:08:35Z,Frostbite 2019
NRG | Nairo (Palutena) vs. Nebula (Pac-Man/Pokemon Trainer) - Ultimate Pools - Frostbite 2019,PT5M43S,4176,2019-02-23T17:18:42Z,Frostbite 2019
eU | Samsora (Peach) vs. LingLing (Peach) - Ultimate Pools - Frostbite 2019,PT8M33S,7863,2019-02-23T17:23:25Z,Frostbite 2019
Liquid | Hungrybox (Jigglypuff) vs. NTICE | Camel (Pikachu) - Ultimate Pools - Frostbite 2019,PT20M38S,194872,2019-02-23T17:24:40Z,Frostbite 2019
OCM | TonySherbert (Donkey Kong) vs. Magister (Incineroar) - Ultimate Pools - Frostbite 2019,PT5M45S,7421,2019-02-23T17:32:52Z,Frostbite 2019
Ally (Snake) vs. BxA | Ross (Link/Young Link) - Ultimate Pools - Frostbite 2019,PT15M30S,9798,2019-02-23T17:39:12Z,Frostbite 2019
AGN | San (Ike) vs. PG | ESAM (Pikachu) - Ultimate Pools - Frostbite 2019,PT8M10S,7847,2019-02-23T17:41:49Z,Frostbite 2019
ExS | Noe3 (Mega Man) vs. CaptainZack (Bayonetta/Daisy) - Ultimate Pools - Frostbite 2019,PT12M45S,7368,2019-02-23T17:48:42Z,Frostbite 2019
