video_title,video_length,video_views,published_date,tournament
Frostbite 2020 SSBU Winners Quarters - Liquid | Dabuz (Rosalina) Vs. R2G | Paseriman (Fox) Singles,PT13M52S,11225,2020-02-23T22:18:09Z,Frostbite 2020
Frostbite 2020 SSBU Losers Top 24 - Kola (Cloud) Vs. Armada | Elegant (Luigi) Ultimate Singles,PT17M47S,52446,2020-02-23T22:40:31Z,Frostbite 2020
Frostbite 2020 SSBU Winners Quarters - SG8 | Tea (Pac-Man) Vs. DNG | Nietono (Pichu) Smash Singles,PT12M12S,16864,2020-02-23T22:42:19Z,Frostbite 2020
Frostbite 2020 SSBU Losers Top 24 - Rogue | Light (Fox) Vs. SST | Shuton (Olimar) Ultimate Singles,PT14M43S,13553,2020-02-23T22:50:37Z,Frostbite 2020
Frostbite 2020 SSBU Winners Quarters - TSM | Tweek (Trainer) Vs NRG | Nairo (Palutena) Smash Singles,PT13M50S,95029,2020-02-23T22:46:11Z,Frostbite 2020
Frostbite 2020 SSBU Losers Top 24 - PG | Marss (ZSS) Vs GW | Zackray (Joker) Ultimate Singles,PT18M,110543,2020-02-23T22:53:29Z,Frostbite 2020
Frostbite 2020 SSBU Losers Top 24 - IluZ | Raffi-X (ROB) Vs. CLG | VoiD (Sheik) Ultimate Singles,PT23M8S,42848,2020-02-23T23:03:46Z,Frostbite 2020
Frostbite 2020 SSBU Losers Top 16 - GW | zackray (ROB) Vs. Armada | Elegant (Luigi) Ultimate Singles,PT8M55S,240567,2020-02-23T23:12:01Z,Frostbite 2020
"Frostbite 2020 SSBU Losers Top 16 - Wrath (Sonic) Vs. djb | MattyG (Chrom, Wolf) Ultimate Singles",PT13M21S,8450,2020-02-23T23:28:06Z,Frostbite 2020
"Frostbite 2020 SSBU Losers Top 12 - Wrath (Sonic) Vs. Paseriman (Fox, Diddy Kong) Ultimate Singles",PT13M59S,13477,2020-02-23T23:33:03Z,Frostbite 2020
"Frostbite 2020 SSBU Losers Top 16 - Rogue | Light  (Fox) Vs CLG | VoiD (Pichu, Sheik) Smash Ultimate",PT19M29S,107936,2020-02-23T23:42:45Z,Frostbite 2020
Frostbite 2020 SSBU Losers Top 12 - NFT | Toast (Young Link) Vs. Rogue | Light (Fox) Smash Singles,PT17M32S,101338,2020-02-24T00:00:06Z,Frostbite 2020
Frostbite 2020 SSBU Losers Top 12 - MkLeo (Joker) Vs. NRG | Nairo (Palutena) Smash Ultimate Singles,PT19M25S,178659,2020-02-24T00:03:07Z,Frostbite 2020
Frostbite 2020 SSBU Losers Top 12 - GW | zackray (ROB) Vs. DNG | Nietono (Pichu) Ultimate Singles,PT11M14S,31376,2020-02-24T00:12:36Z,Frostbite 2020
Frostbite 2020 SSBU Losers Top 8 - Wrath (Sonic) Vs. NFT | Toast (Young Link) Smash Ultimate Singles,PT10M54S,31658,2020-02-24T00:46:39Z,Frostbite 2020
Frostbite 2020 SSBU Losers Top 8 - GW | Zackray (ROB) Vs MkLeo (Joker) Smash Ultimate Singles,PT20M7S,484841,2020-02-24T01:29:35Z,Frostbite 2020
"Frostbite 2020 SSBU Winnes Semis - SGA | Tea (Pac-Man) Vs. TSM | Tweek (Trainer, Wolf) Smash Singles",PT20M59S,76135,2020-02-24T01:49:35Z,Frostbite 2020
Frostbite 2020 SSBU Winnes Semis - SSG | Maister (G&W) Vs. Liquid | Dabuz (Olimar) Ultimate Singles,PT16M50S,24302,2020-02-24T02:11:14Z,Frostbite 2020
Frostbite 2020 SSBU Losers Quarters - Wrath (Sonic) Vs. SG8 | Tea (Pac-Man) Smash Ultimate Singles,PT23M21S,60955,2020-02-24T02:41:09Z,Frostbite 2020
Frostbite 2020 SSBU Losers Quarters - Liquid | Dabuz (Rosalina) Vs. MkLeo (Joker) Ultimate Singles,PT15M40S,47130,2020-02-24T02:56:12Z,Frostbite 2020
"Frostbite 2020 SSBU Winners Finals - SSG | Maister (G&W) Vs. TSM | Tweek (Trainer, Wario) Singles",PT15M46S,99358,2020-02-24T03:38:18Z,Frostbite 2020
Frostbite 2020 SSBU Losers Semis - SG8 | Tea (Pac-Man) Vs. MkLeo (Joker) Smash Ultimate Singles,PT26M46S,287030,2020-02-24T04:22:05Z,Frostbite 2020
Frostbite 2020 SSBU Losers Finals - TSM | Tweek (Wolf) Vs. MkLeo (Joker) Smash Ultimate Singles,PT19M18S,282636,2020-02-24T04:43:55Z,Frostbite 2020
"Frostbite 2020 SSBU Grand Finals - SSG  Maister (G&W, Pichu) Vs MkLeo (Joker, Byleth) Smash Ultimate",PT47M17S,681550,2020-02-24T05:57:26Z,Frostbite 2020
SSC 2019 SSBU -  Shuton (Olimar) VS  Farko (Young Link) Smash Ultimate Round 1 Pools,PT5M16S,18924,2019-08-09T15:46:36Z,Super Smash Con 2019
"SSC 2019 SSBU -  Protégé (Palutena) VS  Bruh-man (Donkey Kong, Wario) Smash Ultimate Round 1 Pools",PT11M15S,5243,2019-08-09T16:05:53Z,Super Smash Con 2019
SSC 2019 SSBU -  Buzzeh (Palutena) VS  Riddles (Richter) Smash Ultimate Round 1 Pools,PT7M41S,7664,2019-08-09T16:14:39Z,Super Smash Con 2019
SSC 2019 SSBU -  KSev (Snake) VS  Chimera (Fox) Smash Ultimate Round 1 Pools,PT7M8S,3544,2019-08-09T16:24:05Z,Super Smash Con 2019
SSC 2019 SSBU -  USA (Fox) VS Ho3K Ralphie (Wolf) Smash Ultimate Round 1 Pools,PT11M53S,3766,2019-08-09T16:35:56Z,Super Smash Con 2019
SSC 2019 SSBU -  Haubs (Wii Fit Trainer) VS ILUZ Juice (Falco) Smash Ultimate Round 1 Pools,PT7M5S,4919,2019-08-09T16:47:58Z,Super Smash Con 2019
SSC 2019 SSBU -  Saint (Samus) VS  Pennini (Ken) Smash Ultimate Round 1 Pools,PT12M22S,5773,2020-03-01T05:00:11Z,Super Smash Con 2019
SSC 2019 SSBU -  Roberto (Ness) VS  Zephyr (Cloud) Smash Ultimate Round 1 Pools,PT11M36S,4310,2019-08-09T17:19:24Z,Super Smash Con 2019
SSC 2019 SSBU -  Laksa (Villager) VS  Toast (Young Link) Smash Ultimate Round 1 Pools,PT8M46S,5007,2019-08-09T17:33:52Z,Super Smash Con 2019
SSC 2019 SSBU - JJFF 2FB (Pokemon Trainer) VS Bungllo Ito (Sonic) Smash Ultimate Round 1 Pools,PT9M22S,2798,2019-08-09T17:56:11Z,Super Smash Con 2019
SSC 2019 SSBU - MVG Salem (Hero) VS  BigApple (Little Mac) Smash Ultimate Round 1 Pools,PT5M27S,57266,2019-08-09T17:57:19Z,Super Smash Con 2019
SSC 2019 SSBU -  SA-X (Dark Samus) VS  Sandbag (Wolf) Smash Ultimate Round 1 Pools,PT9M25S,3972,2019-08-09T18:15:42Z,Super Smash Con 2019
SSC 2019 SSBU - SUGOI Snoop (Yoshi) VS  Rokmon (Pikachu) Smash Ultimate Round 1 Pools,PT7M43S,2860,2019-08-09T18:25:33Z,Super Smash Con 2019
SSC 2019 SSBU - CLG VoiD (Joker) VS  Cojam (Pokemon Trainer) Smash Ultimate Round 1 Pools,PT9M7S,9449,2019-08-09T18:40:44Z,Super Smash Con 2019
SSC 2019 SSBU - Demise Seagull Joe (Palutena) VS GG Luco (Ness) Smash Ultimate Round 1 Pools,PT7M15S,2463,2019-08-09T19:07:14Z,Super Smash Con 2019
SSC 2019 SSBU -  Bobby Wasabi (Villager) VS  Sugar (Ness) Smash Ultimate Round 1 Pools,PT14M55S,5015,2019-08-09T19:08:48Z,Super Smash Con 2019
SSC 2019 SSBU -  Tyroy (Joker) VS  Primid (Fox) Smash Ultimate Round 1 Pools,PT6M17S,2992,2019-08-09T19:19:19Z,Super Smash Con 2019
SSC 2019 SSBU - SUGOI Snoop (Yoshi) VS PSG Shadow_PR (Palutena) Smash Ultimate Round 1 Pools,PT8M32S,1697,2020-03-01T05:00:01Z,Super Smash Con 2019
SSC 2019 SSBU -  Tony Pajamas (Inkling) VS PR SteamedKlams (Chrom) Smash Ultimate Round 1 Pools,PT5M26S,2894,2019-08-09T19:30:52Z,Super Smash Con 2019
SSC 2019 SSBU -  YoYoGuy (Fox) VS  DNA (Dark Pit) Smash Ultimate Round 1 Pools,PT8M52S,3187,2019-08-09T22:24:07Z,Super Smash Con 2019
SSC 2019 SSBU -  DrDelicious (Donkey Kong) VS  SaltSplash! (Zelda) Smash Ultimate Round 1 Pools,PT9M9S,2709,2019-08-09T22:26:10Z,Super Smash Con 2019
SSC 2019 SSBU -  Kogatem (Chrom) VS SDI Radda (Game & Watch) Smash Ultimate Round 1 Pools,PT11M6S,1938,2019-08-09T22:27:26Z,Super Smash Con 2019
SSC 2019 SSBU -  Broseidon (Yoshi) VS RCS Fatality (Captain Falcon) Smash Ultimate Round 1 Pools,PT6M28S,33431,2019-08-09T23:11:09Z,Super Smash Con 2019
SSC 2019 SSBU - Nevermore Rags (Greninja) VS  Glacey (Diddy Kong) Smash Ultimate Round 1 Pools,PT6M24S,2168,2019-08-09T23:14:19Z,Super Smash Con 2019
SSC 2019 SSBU -  Nintoonist (Palutena) VS Acara AZ (Wolf) Smash Ultimate Round 1 Pools,PT7M6S,1634,2019-08-09T23:28:25Z,Super Smash Con 2019
SSC 2019 SSBU - PG Red Bull Plup (Ridley) VS  Yokainels (Bowser) Smash Ultimate Round 1 Pools,PT5M25S,49016,2019-08-09T23:28:27Z,Super Smash Con 2019
SSC 2019 SSBU -  KingWati (Captain Falcon) VS  Lima (Bayonetta) Smash Ultimate Round 1 Pools,PT3M38S,11003,2019-08-09T23:30:00Z,Super Smash Con 2019
SSC 2019 SSBU -  AndrewT (Ness) VS  YarsRevengerson (Lucas) Smash Ultimate Round 1 Pools,PT6M53S,6354,2019-08-09T23:31:20Z,Super Smash Con 2019
SSC 2019 SSBU -  iStudying (Greninja) VS  BurntSocks (Yoshi) Smash Ultimate Round 1 Pools,PT17M4S,13012,2019-08-09T23:30:16Z,Super Smash Con 2019
"SSC 2019 SSBU - NFINITE CStream (Pokemon Trainer) VS  Brekker (Inkling, Hero) Smash Ultimate Round 1",PT7M18S,5735,2019-08-10T00:00:57Z,Super Smash Con 2019
SSC 2019 SSBU -  MuteAce (Peach) VS TDT KirbyKid (King K. Rool) Smash Ultimate Round 1 Pools,PT8M36S,7979,2019-08-10T00:01:00Z,Super Smash Con 2019
SSC 2019 SSBU -  Dante (Zelda) VS  Geist (Bayonetta) Smash Ultimate Round 1 Pools,PT6M57S,4443,2019-08-10T16:30:22Z,Super Smash Con 2019
SSC 2019 SSBU - CT Chia (ROB) VS  JustAaron (Simon) Smash Ultimate Round 1 Pools,PT8M5S,2074,2019-08-10T16:47:01Z,Super Smash Con 2019
SSC 2019 SSBU -  Zinoto (Daisy) VS JRKZ Spek (Luigi) Smash Ultimate Round 1 Pools,PT5M23S,1666,2019-08-10T16:46:57Z,Super Smash Con 2019
SSC 2019 SSBU - Rat Gang Onii-chan (Game & Watch) VS WP Suinoko (Young Link) Smash Ultimate Round 1,PT10M1S,2299,2019-08-10T17:13:16Z,Super Smash Con 2019
SSC 2019 SSBU - AMG 8BitMan (ROB) VS  Jevin (Lucas) Smash Ultimate Round 1 Pools,PT7M34S,2120,2019-08-10T17:13:05Z,Super Smash Con 2019
SSC 2019 SSBU - TSM Tweek (Trainer) VS  Crits (Lucas) Smash Ultimate Round 1 Pools,PT7M49S,9345,2019-08-10T17:37:22Z,Super Smash Con 2019
SSC 2019 SSBU -  Ten (Greninja) VS  Puppeh (Trainer) Smash Ultimate Round 1 Pools,PT9M51S,2114,2019-08-10T17:36:38Z,Super Smash Con 2019
SSC 2019 SSBU - NVR Dingus Joe (Game & Watch) VS  Suyun (Mewtwo) Smash Ultimate Round 1 Pools,PT7M44S,2297,2019-08-10T17:56:53Z,Super Smash Con 2019
SSC 2019 SSBU -  Felix (Fox) VS  Bred (Joker) Smash Ultimate Round 1 Pools,PT6M34S,1181,2019-08-10T17:57:10Z,Super Smash Con 2019
SSC 2019 SSBU -  Tengu (Lucina) VS  SuperTrace (Mario) Smash Ultimate Round 1 Pools,PT7M25S,1445,2019-08-10T18:16:34Z,Super Smash Con 2019
SSC 2019 SSBU -  Cuddy (Captain Falcon) VS  NickC (Captian Falcon) Smash Ultimate Round 1 Pools,PT6M17S,10215,2019-08-10T18:52:23Z,Super Smash Con 2019
SSC 2019 SSBU -  Duwang (Mario) VS  Trav (Incineroar) Smash Ultimate Round 1 Pools,PT6M19S,2236,2019-08-10T18:52:32Z,Super Smash Con 2019
SSC 2019 SSBU -  Darkshad (Shulk) VS  MaxKetchum (Lucina) Smash Ultimate Round 1 Pools,PT9M32S,3576,2019-08-10T19:16:01Z,Super Smash Con 2019
SSC 2019 SSBU - Rogue Light (Fox) VS  HDNights (Lucas) Smash Ultimate Round 1 Pools,PT6M7S,5974,2019-08-10T19:16:05Z,Super Smash Con 2019
SSC 2019 SSBU - Demise ZD (Fox) VS  IcyMist (Donkey Kong) Smash Ultimate Round 1 Pools,PT10M55S,3038,2019-08-10T19:30:43Z,Super Smash Con 2019
SSC 2019 SSBU -  Dolphin (Lucario) VS  Smitty (Trainer) Smash Ultimate Round 1 Pools,PT8M29S,1602,2019-08-10T19:28:31Z,Super Smash Con 2019
SSC 2019 SSBU - TM06 Poet (Pac-Man) VS  Uno (Bowser) Smash Ultimate Round 1 Pools,PT6M54S,3355,2019-08-10T19:43:41Z,Super Smash Con 2019
SSC 2019 SSBU -  Yori (Bayonetta) VS TM06 Smasher1001 (Mega Man) Smash Ultimate Round 1 Pools,PT13M51S,2624,2019-08-10T19:49:57Z,Super Smash Con 2019
SSC 2019 SSBU -  Wrath (Joker) VS  HautBoys (Donkey Kong) Smash Ultimate Round 1 Pools,PT9M4S,2255,2019-08-10T19:56:27Z,Super Smash Con 2019
SSC 2019 SSBU -  Makibaz (Palutena) VS  Steelix (Falco) Smash Ultimate Round 1 Pools,PT8M32S,1090,2019-08-10T20:14:31Z,Super Smash Con 2019
SSC 2019 SSBU - SLY Don (Mario) VS TSM Leffen (Trainer) Smash Ultimate Round 1 Pools,PT10M8S,15820,2019-08-10T20:26:28Z,Super Smash Con 2019
SSC 2019 SSBU - MTS Pong (Palutena) VS TDOR Sauce (Roy) Smash Ultimate Round 2 Pools,PT13M26S,1818,2019-08-10T20:52:07Z,Super Smash Con 2019
SSC 2019 SSBU - NCG JW (Greninja) VS Armada Ned (Trainer) Smash Ultimate Round 2 Pools,PT12M59S,4164,2019-08-10T21:07:10Z,Super Smash Con 2019
SSC 2019 SSBU - TGS Captain L (Pikachu) VS  Juanpi (Palutena) Smash Ultimate Round 2 Pools,PT10M6S,1907,2019-08-10T21:25:54Z,Super Smash Con 2019
SSC 2019 SSBU - HO3K Gen (Palutena) VS Demise Seagull Joe (Wolf) Round 2 Pools,PT16M9S,1693,2019-08-10T21:45:43Z,Super Smash Con 2019
SSC 2019 SSBU - Rouge Light (Fox) VS TDOR Ven (Zelda) Round 2 Pools,PT9M6S,15229,2019-08-10T21:42:16Z,Super Smash Con 2019
SSC 2019 SSBU - RCS Fatality (Captain Falcon) VS PG Plup (Ridley) Round 2 Pools,PT7M5S,291382,2019-08-10T21:42:55Z,Super Smash Con 2019
SSC 2019 SSBU - Armada Ned (Trainer) VS PG Marss (ZSS) Smash Ultimate Round 2 Pools,PT7M44S,6244,2019-08-10T21:50:25Z,Super Smash Con 2019
SSC 2019 SSBU - Mazer Cyro (Roy) VS DB Yeti (Mega Man) Round 2 Pools,PT12M16S,4780,2019-08-10T21:52:00Z,Super Smash Con 2019
SSC 2019 SSBU - TSM Tweek (Trainer) VS T1 Larry Lurr (Wolf) Smash Ultimate Round 2 Pools,PT8M44S,13357,2019-08-10T21:50:29Z,Super Smash Con 2019
SSC 2019 SSBU - RCS Fatality (Captain Falcon) VS  Puppeh (Trainer) Round 2 Pools,PT7M8S,60365,2019-08-10T21:56:31Z,Super Smash Con 2019
SSC 2019 SSBU - DA Sinji (Pac-Man) VS TGS Captain L (Pikachu) Smash Ultimate Round 2 Pools,PT12M15S,4221,2019-08-10T22:15:30Z,Super Smash Con 2019
SSC 2019 SSBU - NRG Nairo (Palutena) VS  Sonix (Sonic) Smash Ultimate Round 2 Pools,PT8M56S,13121,2019-08-10T22:43:14Z,Super Smash Con 2019
SSC 2019 SSBU -  Hero (Joker) VS DB Yeti (Mega Man) Smash Ultimate Round 2 Pools,PT9M28S,3770,2019-08-10T22:42:29Z,Super Smash Con 2019
SSC 2019 SSBU -  Tamim (Bayonetta) VS ANAHUAC Maister (Game & Watch) Smash Ultimate Round 2 Pools,PT13M59S,15617,2019-08-10T22:56:39Z,Super Smash Con 2019
SSC 2019 SSBU - MVG Dark Wizzy (Mario) VS TDOR Sauce (Mario) Smash Ultimate Round 2 Pools,PT11M36S,41735,2019-08-10T22:55:21Z,Super Smash Con 2019
SSC 2019 SSBU - MVG Dark Wizzy (Mario) VS  Fastcree (Villager) Smash Ultimate Round 2 Pools,PT8M26S,3909,2019-08-10T23:07:30Z,Super Smash Con 2019
SSC 2019 SSBU -  Makibaz (Palutena) VS DNG Nietono (Wario) Round 2 Pools,PT14M18S,3355,2019-08-10T23:24:37Z,Super Smash Con 2019
SSC 2019 SSBU -  Raito (Duck Hunt) VS  BestNess (Ness) Smash Ultimate Round 2 Pools,PT10M12S,16436,2019-08-10T23:30:11Z,Super Smash Con 2019
"SSC 2019 SSBU - TSM Leffen (Trainer) VS MVG Salem (Snake, Hero) Smash Ultimate Round 2 Pools",PT16M23S,674518,2019-08-10T23:58:12Z,Super Smash Con 2019
SSC 2019 SSBU - Demise Mr. E (Lucina) VS  Lima (Bayonetta) Smash Ultimate Round 2 Pools,PT8M39S,23617,2019-08-11T00:12:49Z,Super Smash Con 2019
SSC 2019 SSBU - NVR Elegant (Luigi) VS  Wrath (Sonic) Smash Ultimate Round 2 Pools,PT9M39S,23215,2019-08-11T00:20:35Z,Super Smash Con 2019
SSC 2019 SSBU -  AG WaDi (ROB) VS DA Stretch (Lucina) Smash Ultimate Round 2 Pools,PT11M25S,4892,2019-08-11T00:46:11Z,Super Smash Con 2019
SSC 2019 SSBU -  Riddles (Richter) VS DJB Laid (Lucina) Smash Ultimate Round 2 Pools,PT9M55S,12605,2019-08-11T00:56:18Z,Super Smash Con 2019
SSC 2019 SSBU - FOX MVG Mew2king (Bowser) VS HTS Suarez (Yoshi) Smash Ultimate Round 2 Pools,PT6M15S,55586,2019-08-11T01:08:09Z,Super Smash Con 2019
SSC 2019 SSBU -  Lemmon (Joker) VS  Donquavious (Greninja) Smash Ultimate Round 2 Pools,PT15M22S,5004,2019-08-11T01:27:44Z,Super Smash Con 2019
SSC 2019 SSBU - TNB Ryuga (Hero) VS Armada Myran (Olimar) Smash Ultimate Round 2 Pools,PT8M39S,14397,2019-08-11T01:47:08Z,Super Smash Con 2019
SSC 2019 SSBU -  LingLing (Peach) VS TG MVD (Snake) Smash Ultimate Round 2 Pools,PT13M7S,9012,2019-08-11T01:57:57Z,Super Smash Con 2019
SSC 2019 SSBU - FOX MVG MkLeo (Joker) VS  Riddles (Ken) Smash Ultimate Round 2 Pools,PT11M5S,609893,2019-08-11T02:13:34Z,Super Smash Con 2019
SSC 2019 SSBU -  NickC (Captain Falcon) VS  NPT Blazing Pasta (Peach) Smash Ultimate Winner's Top 64,PT9M55S,4622,2019-08-11T14:29:50Z,Super Smash Con 2019
SSC 2019 SSBU - PG Marss (ZSS) VS HO3K Alan (Palutena) Smash Ultimate Winner's Top 64,PT14M54S,4947,2019-08-11T14:32:53Z,Super Smash Con 2019
SSC 2019 SSBU - MVG Dark Wizzy (Mario) VS FAINT Kept (Villager) Smash Ultimate Winner's Top 64,PT10M43S,20317,2019-08-11T14:33:36Z,Super Smash Con 2019
SSC 2019 SSBU - NVR Elegant (Luigi) VS  Shuton (Olimar) Smash Ultimate Winner's Top 64,PT6M37S,9443,2019-08-11T14:36:33Z,Super Smash Con 2019
"SSC 2019 SSBU - NRG Nairo (ZSS, Palutena) VS RCS Fatality (Falcon) Smash Ultimate Winner's Top 64",PT11M3S,184854,2019-08-11T14:43:10Z,Super Smash Con 2019
SSC 2019 SSBU - RCS Fatality (Captain Falcon) VS SINAI Pelca (Snake) Smash Ultimate Loser's Top 64,PT7M9S,7145,2019-08-11T14:59:04Z,Super Smash Con 2019
SSC 2019 SSBU - TSM Leffen (Trainer) VS ANAHUAC Maister (G&W) Smash Ultimate Winner's Top 64,PT7M44S,27170,2019-08-11T14:59:07Z,Super Smash Con 2019
SSC 2019 SSBU - DA Sinji (Pac-Man) VS Rogue Light (Fox) Smash Ultimate Winner's Top 64,PT21M25S,14141,2019-08-11T15:09:19Z,Super Smash Con 2019
SSC 2019 SSBU - MVG Dark Wizzy (Mario) VS  Mega Fox (Fox) Smash Ultimate Loser's Top 64,PT13M19S,4044,2019-08-11T15:12:47Z,Super Smash Con 2019
SSC 2019 SSBU - DB Yeti (Mega Man) VS TSM Tweek (Trainer) Smash Ultimate Winner's Top 64,PT15M20S,20389,2019-08-11T15:15:08Z,Super Smash Con 2019
SSC 2019 SSBU - PG Marss (ZSS) VS FAINT Kept (Villager) Smash Ultimate Winner's Top 32,PT20M52S,31176,2019-08-11T15:31:56Z,Super Smash Con 2019
SSC 2019 SSBU - CLG VoiD (Joker) VS  Puppeh (Trainer) Smash Ultimate Loser's Top 32,PT16M29S,11561,2019-08-11T15:37:38Z,Super Smash Con 2019
SSC 2019 SSBU - RCS Fatality (C. Falcon) VS NPT Blazing Pasta (Peach) Smash Ultimate Loser's Top 32,PT12M27S,24570,2019-08-11T15:36:53Z,Super Smash Con 2019
SSC 2019 SSBU - NRG Nairo (ZSS) VS  NickC (Captain Falcon) Smash Ultimate Winner's Top 32,PT15M26S,35917,2019-08-11T15:49:45Z,Super Smash Con 2019
SSC 2019 SSBU - Rogue Light (Fox) VS SST Shuton (Olimar) Smash Ultimate Winner's Top 32,PT9M53S,5945,2019-08-11T16:02:09Z,Super Smash Con 2019
SSC 2019 SSBU - DB Yeti (Mega Man) VS ANAHUAC Maister (Game & Watch) Smash Ultimate Loser's Top 32,PT18M19S,4255,2019-08-11T16:03:14Z,Super Smash Con 2019
SSC 2019 SSBU -  FAINTKept (Villager) VS Puppeh (Trainer) Smash Ultimate Loser's Top 32,PT22M22S,28329,2019-08-11T16:09:04Z,Super Smash Con 2019
SSC 2019 SSBU - Rogue Light (Fox) VS MVG Dark Wizzy (Mario) Smash Ultimate Loser's Top 24,PT15M5S,21895,2019-08-11T16:22:41Z,Super Smash Con 2019
SSC 2019 SSBU - TSM Tweek (Trainer) VS TSM Leffen (Trainer) Smash Ultimate Winner's Top 32,PT12M12S,124933,2019-08-11T16:18:42Z,Super Smash Con 2019
SSC 2019 SSBU - ANAHUAC Maister (G&W) VS RCS Fatality (Falcon) Smash Ultimate Loser's Top 32,PT10M,6842,2019-08-11T16:22:08Z,Super Smash Con 2019
SSC 2019 SSBU - FOX MVG MkLeo (Joker) VS Armada Myran (Olimar) Smash Ultimate Winner's Top 48,PT7M21S,13674,2019-08-11T16:29:40Z,Super Smash Con 2019
SSC 2019 SSBU - FOX MVG Mew2king (Bowser) VS  Lui$ (Falco) Smash Ultimate Winner's Top 48,PT6M5S,11804,2019-08-11T16:31:33Z,Super Smash Con 2019
SSC 2019 SSBU - TSM Leffen (Trainer) VS  NPT Blazing Pasta (Peach) Smash Ultimate Loser's Top 24,PT13M21S,11265,2019-08-11T16:42:45Z,Super Smash Con 2019
SSC 2019 SSBU - GW Zackray (Wolf) VS  MuteAce (Peach) Smash Ultimate Winner's Top 48,PT11M39S,7103,2019-08-11T16:49:24Z,Super Smash Con 2019
SSC 2019 SSBU - MTS PKChris (Ness) VS Armada BestNess (Ness) Smash Ultimate Winner's Top 48,PT7M26S,4348,2019-08-11T16:49:35Z,Super Smash Con 2019
SSC 2019 SSBU - PG ESAM (Pikachu) VS  Lemmon (Joker) Smash Ultimate Winner's Top 48,PT6M52S,6184,2019-08-11T16:49:46Z,Super Smash Con 2019
SSC 2019 SSBU -  LingLing (Peach) VS FS SaltOne (Cloud) Smash Ultimate Winner's Top 48,PT8M33S,3308,2019-08-11T16:58:33Z,Super Smash Con 2019
SSC 2019 SSBU - MVG Scatt (Snake) VS eUnited Samsora (Peach) Smash Ultimate Winner's Top 48,PT11M25S,2555,2019-08-11T17:05:47Z,Super Smash Con 2019
SSC 2019 SSBU - Demise Mr. E (Lucina) VS THOR Raffi-X (ROB) Winner's Top 48,PT7M57S,1989,2019-08-11T17:01:27Z,Super Smash Con 2019
SSC 2019 SSBU - burntsocks (Yoshi) Vs. Demise | Mr E (Lucina) Smash Ultimate Tournament Pools,PT13M26S,2313,2019-08-11T17:06:42Z,Super Smash Con 2019
SSC 2019 SSBU - FS SaltOne (Roy) VS FOX MVG MkLeo (Joker) Smash Ultimate Winner's Top 24,PT11M18S,90622,2019-08-11T17:19:13Z,Super Smash Con 2019
SSC 2019 SSBU - CLG | Void  (Joker) Vs. NPT | BlazingPasta (Peach) Smash Ultimate Tournament Pools,PT15M,3961,2019-08-11T17:18:21Z,Super Smash Con 2019
SSC 2019 SSBU -  Lui$ (Fox) VS GW Zackray (Wolf) Smash Ultimate Winner's Top 32,PT15M6S,26236,2019-08-11T17:27:17Z,Super Smash Con 2019
SSC 2019 SSBU - NCG | ARJAY! (Samus ) Vs. Sinai | Pelca (Snake) Smash Ultimate Tournament Pools,PT9M34S,1615,2019-08-11T17:24:13Z,Super Smash Con 2019
SSC 2019 SSBU - SST | Shuton (Olimar) Vs. Sinai | Pelca (Snake) Smash Ultimate Tournament Pools,PT16M6S,1825,2019-08-11T17:25:33Z,Super Smash Con 2019
SSC 2019 SSBU - Demise | ZD (Fox) Vs. PKChris (Ness) Smash Ultimate Tournament Pools,PT13M31S,2195,2019-08-11T17:27:35Z,Super Smash Con 2019
SSC 2019 SSBU - Wishes (Pokemon Trainer) Vs. FAINT Kept (Villager) Smash Ultimate Tournament Pools,PT8M55S,8977,2019-08-11T17:32:38Z,Super Smash Con 2019
SSC 2019 SSBU - Maister  (Game & Watch) Vs. 8BitMan (ROB) Smash Ultimate Tournament Pools,PT8M14S,3609,2019-08-11T17:34:01Z,Super Smash Con 2019
SSC 2019 SSBU - PG ESAM (Pikachu) VS THOR Raffi-X (ROB) Smash Ultimate Winner's Top 24,PT20M2S,20444,2019-08-11T17:47:01Z,Super Smash Con 2019
SSC 2019 SSBU - PG | ESAM (Pikachu) Vs. DM (Pikachu) Smash Ultimate Tournament Pools,PT8M19S,29782,2019-08-11T17:35:03Z,Super Smash Con 2019
SSC 2019 SSBU - NVR | Rags (Greninja) Vs. MuteAce (Peach) Smash Ultimate Tournament Pools,PT8M11S,1244,2019-08-11T17:36:00Z,Super Smash Con 2019
"SSC 2019 SSBU - AG Wadi (ROB) Vs. saltone (Cloud, Roy) Smash Ultimate Tournament Pools",PT14M14S,3098,2019-08-11T17:37:48Z,Super Smash Con 2019
SSC 2019 SSBU -  Akota (Mii Gunner) VS  Lemmon (Joker) Loser's Top 32,PT13M9S,2724,2019-08-11T17:44:56Z,Super Smash Con 2019
SSC 2019 SSBU - 3D | Juuuuul (Robin) Vs. MVG | Mew2king (Bowser) Smash Ultimate Tournament Pools,PT6M37S,8353,2019-08-11T17:40:32Z,Super Smash Con 2019
SSC 2019 SSBU - Mirage Jay (Meta Knight) VS Armada Myran (Olimar) Loser's Top 32,PT18M56S,6640,2019-08-11T17:50:41Z,Super Smash Con 2019
SSC 2019 SSBU -  Riddles (Richter) VS  Pandarian (Trainer) Loser's Top 32,PT18M21S,26904,2019-08-11T17:42:22Z,Super Smash Con 2019
